# SPDX-License-Identifier: GPL-3.0-or-later
# SPDX-FileCopyrightText: 2026 Hexproof contributors
# Generated by tools/forge-printings/generate.py; see printing-aliases.json.
# name	catalog set	catalog number	native set	native number
Mirri, Cat Warrior	10E	279★	10E	279
Mirror Box	PNEO	250p	NEO	250
Mirror Box	PNEO	250s	NEO	250
Mirror March	PRNA	108s	RNA	108
Mirror Room // Fractured Realm	PDSK	67p	DSK	67
Mirror Room // Fractured Realm	PDSK	67s	DSK	67
Mirror Universe	OLEP	16	LEG	287
Mirror of Life Trapping	PCLB	326s	CLB	326
Mirrored Lotus	CMB2	107	CMB1	107
Mirrorform	PECL	59p	ECL	59
Mirrorhall Mimic // Ghastly Mimicry	PVOW	68s	VOW	68
Mirrormade	PELD	55p	ELD	55
Mirrormade	PELD	55s	ELD	55
Mirrormind Crown	PECL	258p	ECL	258
Mirrorpool	POGW	174s	OGW	174
Mirrorwing Dragon	PEMN	136s	EMN	136
Miscalculation	WC00	jf36sb	PLST	ULG-36
Misdirection	WC01	ab87sb	CNS	102
Mise	PAL04	10	UNH	38
Misery's Shadow	PBRO	107p	BRO	107
Misery's Shadow	PBRO	107s	BRO	107
Misfortune Teller	PNCC	38p	NCC	38
Mishra's Bauble	BRR	97z	BRR	97
Mishra's Command	PBRO	141p	BRO	141
Mishra's Command	PBRO	141s	BRO	141
Mishra's Factory	PTC	et361	4ED	361
Mishra's Factory	PTC	gb361	4ED	361
Mishra's Factory	PTC	mj361	4ED	361
Mishra's Factory	PTC	ml361	4ED	361
Mishra's Factory	PTC	pp361	4ED	361
Mishra's Factory	PTC	shr361	4ED	361
Mishra's Foundry	PBRO	265p	BRO	265
Mishra's Foundry	PBRO	265s	BRO	265
Mishra's Helix	WC00	jf302	USG	302
Mishra's Helix	WC00	jf302sb	PLST	USG-302
Mishra's Helix	WC99	kb302	USG	302
Mishra's Helix	WC99	kb302sb	PLST	USG-302
Mishra's Self-Replicator	PDOM	223s	DOM	223
Mishra's War Machine	SUM	266	3ED	266
Mishra, Claimed by Gix	PBRO	216s	BRO	216
Mishra, Tamer of Mak Fawa	PBRO	217p	BRO	217
Mishra, Tamer of Mak Fawa	PBRO	217s	BRO	217
Misleading Signpost	FDC	69	PLST	WOC-11
Mission Briefing	PGRN	44p	GRN	44
Mission Briefing	PGRN	44s	GRN	44
Mistbreath Elder	PBLB	184p	BLB	184
Mistbreath Elder	PBLB	184s	BLB	184
Mistcaller	PM19	62s	M19	62
Mistrise Village	PTDM	261p	TDM	261
Mistrise Village	PTDM	261s	TDM	261
Misty Rainforest	PMH2	250s	MH2	250
Mithril Coat	PLTR	245s	LTR	245
Mizzium Meddler	PORI	64s	PORI	64
Mizzium Tank	PWAR	138p	WAR	138
Mizzium Tank	PWAR	138s	WAR	138
Mizzix of the Izmagnus	OC15	50	C15	50
Mm'menon, the Right Hand	PEOE	68p	EOE	68
Mm'menon, the Right Hand	PEOE	68s	EOE	68
Moan of the Unhallowed	FDC	116	DDQ	62
Mobilization	10E	29★	10E	29
Mobilized District	PWAR	249p	WAR	249
Mobilized District	PWAR	249s	WAR	249
Mockingbird	PBLB	61p	BLB	61
Mockingbird	PBLB	61s	BLB	61
Moderation	PMH2	206s	MH2	206
Mogg Fanatic	WC98	br190	TMP	190
Mogg Fanatic	WC99	mlp190	TMP	190
Mogg Flunkies	WC98	br92	STH	92
Mogg Sentry	8ED	203★	8ED	203
Mogg Sentry	9ED	204★	9ED	204
Molimo, Maro-Sorcerer	10E	280★	10E	280
Molten Collapse	PLCI	234p	LCI	234
Molten Collapse	PLCI	234s	LCI	234
Molten Duplication	PBIG	14p	BIG	14
Molten Slagheap	40K	284★	40K	284
Molten-Core Maestro	PSOS	125p	SOS	125
Moment of Reckoning	PSOS	205p	SOS	205
Moment's Peace	WC03	dz251	ODY	251
Momo, Friendly Flier	PTLA	29s	TLA	29
Monastery Mentor	PMOM	28p	MOM	28
Monastery Mentor	PMOM	28s	MOM	28
Monastery Siege	FRF	43★	FRF	43
Mondrak, Glory Dominus	PONE	23p	ONE	23
Mondrak, Glory Dominus	PONE	23s	ONE	23
Monk Class	PAFR	228a	AFR	228
Monk Class	PAFR	228p	AFR	228
Monk Class	PAFR	228s	AFR	228
Mons's Goblin Raiders	CED	165	2ED	165
Mons's Goblin Raiders	CEI	165	2ED	165
Mons's Goblin Raiders	ITP	35	2ED	165
Mons's Goblin Raiders	RQS	34	2ED	165
Mons's Goblin Raiders	SUM	167	3ED	167
Monster Manual // Zoological Study	PCLB	242s	CLB	242
Monstrous Growth	7ED	258★	7ED	258
Monstrous Growth	8ED	266★	8ED	266
Monstrous Onslaught	FDC	217	AER	116
Monument to Endurance	PDFT	237p	DFT	237
Monument to Endurance	PDFT	237s	DFT	237
Monument to Perfection	PONE	233p	ONE	233
Monument to Perfection	PONE	233s	ONE	233
Monumental Henge	PMH3	222s	MH3	222
Moogles' Valor	PFIN	27s	FIN	27
Moonlit Meditation	PEOE	69p	EOE	69
Moonlit Meditation	PEOE	69s	EOE	69
Moonshadow	PECL	110p	ECL	110
Moonshaker Cavalry	PWOE	21p	WOE	21
Moonshaker Cavalry	PWOE	21s	WOE	21
Moonveil Regent	PMID	149p	MID	149
Moonveil Regent	PMID	149s	MID	149
Moraug, Fury of Akoum	PZNR	150p	ZNR	150
Moraug, Fury of Akoum	PZNR	150s	ZNR	150
Mordenkainen	PAFR	64a	AFR	283
Mordenkainen	PAFR	64p	AFR	64
Mordenkainen	PAFR	64s	AFR	64
Moria Marauder	PLTR	138s	LTR	138
Morningtide's Light	PECL	27p	ECL	27
Mornsong Aria	PECL	111p	ECL	111
Morophon, the Boundless	PMH1	1p	MH1	1
Morphic Pool	PCLB	357s	CLB	357
Mortarion, Daemon Primarch	40K	41★	40K	41
Mortify	40K	225★	40K	225
Mortivore	10E	161★	10E	161
Mortivore	9ED	147★	9ED	147
Moseo, Vein's New Dean	PSOS	91p	SOS	91
Moss Diamond	7ED	309★	7ED	309
Moss Monster	8ED	267★	8ED	267
Mossborn Hydra	PFDN	107p	FDN	107
Mossborn Hydra	PFDN	107s	FDN	107
Mosswood Dreadknight // Dread Whispers	PWOE	231p	WOE	231
Mosswood Dreadknight // Dread Whispers	PWOE	231s	WOE	231
Mosswort Bridge	FDC	307	C13	307
Mount Doom	LTR	750z	LTR	750
Mount Doom	PLTR	258s	LTR	258
Mountain	40K	315★	40K	315
Mountain	40K	316★	40K	316
Mountain	7ED	337★	7ED	337
Mountain	7ED	338★	7ED	338
Mountain	7ED	339★	7ED	339
Mountain	7ED	340★	7ED	340
Mountain	8ED	343★	8ED	343
Mountain	8ED	344★	8ED	344
Mountain	8ED	345★	8ED	345
Mountain	8ED	346★	8ED	346
Mountain	9ED	343★	9ED	343
Mountain	9ED	344★	9ED	344
Mountain	9ED	345★	9ED	345
Mountain	9ED	346★	9ED	346
Mountain	CED	297	2ED	297
Mountain	CED	298	2ED	298
Mountain	CED	299	2ED	299
Mountain	CEI	297	2ED	297
Mountain	CEI	298	2ED	298
Mountain	CEI	299	2ED	299
Mountain	FRA	287	FRA	391
Mountain	FRA	288	FRA	391
Mountain	G17	4	PAL03	4
Mountain	ITP	62	DD1	62
Mountain	ITP	63	DDT	63
Mountain	ITP	64	JMP	64
Mountain	OLEP	4	PAL03	4
Mountain	PTC	et373	4ED	373
Mountain	PTC	et374	4ED	374
Mountain	PTC	et375	4ED	375
Mountain	PTC	mj373	4ED	373
Mountain	PTC	mj374	4ED	374
Mountain	PTC	mj375	4ED	375
Mountain	RQS	60	DD1	60
Mountain	RQS	61	DD1	61
Mountain	RQS	62	DD1	62
Mountain	SUM	301	3ED	301
Mountain	SUM	302	3ED	302
Mountain	SUM	303	3ED	303
Mountain	WC00	jk343	6ED	343
Mountain	WC01	jt337	7ED	337
Mountain	WC01	jt343	6ED	343
Mountain	WC01	jt343a	10E	376
Mountain	WC01	tvdl337	7ED	337
Mountain	WC01	tvdl343	6ED	343
Mountain	WC01	tvdl343b	10E	376
Mountain	WC02	bk343	6ED	343
Mountain	WC02	bk346	6ED	346
Mountain	WC03	pk344	6ED	344
Mountain	WC03	pk345	6ED	345
Mountain	WC03	pk346	6ED	346
Mountain	WC03	we343	6ED	343
Mountain	WC03	we344	6ED	344
Mountain	WC03	we346	6ED	346
Mountain	WC97	jk442	5ED	442
Mountain	WC97	jk443	5ED	443
Mountain	WC97	jk444	5ED	444
Mountain	WC97	jk445	5ED	445
Mountain	WC97	pm442	5ED	442
Mountain	WC97	pm443	5ED	443
Mountain	WC97	pm444	5ED	444
Mountain	WC97	pm445	5ED	445
Mountain	WC98	br343	6ED	343
Mountain	WC98	br344	6ED	344
Mountain	WC98	br345	6ED	345
Mountain	WC98	br346	6ED	346
Mountain	WC99	kb343	6ED	343
Mountain	WC99	kb344	6ED	344
Mountain	WC99	kb346	6ED	346
Mountain	WC99	mlp343	6ED	343
Mountain	WC99	mlp344	6ED	344
Mountain	WC99	mlp346	6ED	346
Mouth // Feed	PAKH	214s	AKH	214
Mox Amber	BRR	98z	BRR	98
Mox Amber	PDOM	224s	DOM	224
Mox Emerald	CED	262	2ED	262
Mox Emerald	CEI	262	2ED	262
Mox Jasper	PTDM	246p	TDM	246
Mox Jasper	PTDM	246s	TDM	246
Mox Jet	CED	263	2ED	263
Mox Jet	CEI	263	2ED	263
Mox Pearl	CED	264	2ED	264
Mox Pearl	CEI	264	2ED	264
Mox Poison	MB2	608	UNK	RA11b
Mox Ruby	CED	265	2ED	265
Mox Ruby	CEI	265	2ED	265
Mox Sapphire	CED	266	2ED	266
Mox Sapphire	CEI	266	2ED	266
Mu Yanling, Sky Dancer	PM20	68p	M20	68
Mu Yanling, Sky Dancer	PM20	68s	M20	68
Mu Yanling, Wind Rider	PDFT	52p	DFT	52
Mu Yanling, Wind Rider	PDFT	52s	DFT	52
Muerra, Trash Tactician	PBLB	227p	BLB	227
Muerra, Trash Tactician	PBLB	227s	BLB	227
Mukotai Soulripper	PNEO	113p	NEO	113
Mukotai Soulripper	PNEO	113s	NEO	113
Multani, Yavimaya's Avatar	PDOM	174s	DOM	174
Multiform Wonder	PKLD	223s	KLD	223
Multiple Choice	PSTX	48p	STX	48
Multiple Choice	PSTX	48s	STX	48
Multiversal Passage	PSPM	180s	SPM	180
Munda's Vanguard	POGW	29s	POGW	29
Munda, Ambush Leader	PBFZ	215s	BFZ	215
Muraganda Raceway	PDFT	257p	DFT	257
Muraganda Raceway	PDFT	257s	DFT	257
Murderous Betrayal	8ED	147★	8ED	147
Murderous Rider // Swift End	PELD	97p	ELD	97
Murderous Rider // Swift End	PELD	97s	ELD	97
Murk Dwellers	ITP	21	4ED	148
Murk Dwellers	RQS	20	4ED	148
Murktide Regent	PMH2	52p	MH2	52
Murktide Regent	PMH2	52s	MH2	52
Mutable Explorer	PECL	186p	ECL	186
Mutalith Vortex Beast	40K	134★	40K	134
Mutilate	40K	203★	40K	203
Mutilate	FDC	117	40K	203
Mutinous Massacre	PEOE	222p	EOE	222
Mutinous Massacre	PEOE	222s	EOE	222
Myr Incubator	WC04	mb212	MRD	212
Myr Retriever	FDC	274	2XM	277
Myrel, Shield of Argive	PBRO	18p	BRO	18
Myrel, Shield of Argive	PBRO	18s	BRO	18
Myriad Construct	PZNR	246p	ZNR	246
Myriad Construct	PZNR	246s	ZNR	246
Myriad Landscape	40K	285★	40K	285
Myrkul, Lord of Bones	PCLB	287s	CLB	287
Mysterious Limousine	PSNC	22p	SNC	22
Mysterious Limousine	PSNC	22s	SNC	22
Mystic Archaeologist	PM19	63s	M19	63
Mystic Forge	40K	246★	40K	246
Mystic Forge	BRR	99z	BRR	99
Mystic Forge	PM20	233p	M20	233
Mystic Forge	PM20	233s	M20	233
Mystic Gate	FRC	76	2XM	324
Mystic Reflection	PKHM	69p	KHM	69
Mystic Reflection	PKHM	69s	KHM	69
Mystic of the Hidden Way	UGIN	48	KTK	48
Mystical Tutor	WC00	tvdl83	6ED	83
Myth Realized	PDTK	26s	DTK	26
Mythos of Brokkos	PIKO	168p	IKO	168
Mythos of Brokkos	PIKO	168s	IKO	168
Mythos of Illuna	PIKO	58p	IKO	58
Mythos of Illuna	PIKO	58s	IKO	58
Mythos of Nethroi	PIKO	97p	IKO	97
Mythos of Nethroi	PIKO	97s	IKO	97
Mythos of Snapdax	PIKO	24p	IKO	24
Mythos of Snapdax	PIKO	24s	IKO	24
Mythos of Vadrok	PIKO	127p	IKO	127
Mythos of Vadrok	PIKO	127s	IKO	127
Naban, Dean of Iteration	PDOM	58s	DOM	58
Nadaar, Selfless Paladin	PAFR	27a	AFR	27
Nadaar, Selfless Paladin	PAFR	27p	AFR	27
Nadaar, Selfless Paladin	PAFR	27s	AFR	27
Nadir Kraken	PTHB	55p	THB	55
Nadir Kraken	PTHB	55s	THB	55
Nadu, Winged Wisdom	PMH3	193s	MH3	193
Naga Fleshcrafter	PTDM	52p	TDM	52
Naga Fleshcrafter	PTDM	52s	TDM	52
Nahiri's Lithoforming	PZNR	151p	ZNR	151
Nahiri's Lithoforming	PZNR	151s	ZNR	151
Nahiri's Warcrafting	PMOM	155p	MOM	155
Nahiri's Warcrafting	PMOM	155s	MOM	155
Nahiri's Wrath	PEMN	137s	EMN	137
Nahiri, Heir of the Ancients	PZNR	230p	ZNR	230
Nahiri, Heir of the Ancients	PZNR	230s	ZNR	230
Nahiri, Storm of Stone	PWAR	233s	WAR	233
Nahiri, the Harbinger	MED	WS7	C20	223
Nahiri, the Harbinger	PSOI	247s	SOI	247
Nahiri, the Lithomancer	OC14	10	C14	10
Nahiri, the Unforgiving	PONE	211p	ONE	211
Nahiri, the Unforgiving	PONE	211s	ONE	211
Nalathni Dragon	PDRC	1	MB2	197
Nantuko Disciple	8ED	268★	8ED	268
Nantuko Husk	9ED	148★	9ED	148
Nantuko Vigilante	WC03	dh132sb	C19	174
Narcomoeba	PGRN	47s	GRN	47
Narset of the Ancient Way	PIKO	195p	IKO	195
Narset of the Ancient Way	PIKO	195s	IKO	195
Narset, Enlightened Master	PKTK	190s	KTK	190
Narset, Jeskai Waymaster	PTDM	209p	TDM	209
Narset, Jeskai Waymaster	PTDM	209s	TDM	209
Narset, Parter of Veils	PWAR	61s	WAR	61
Naru Meha, Master Wizard	PDOM	59s	DOM	59
Nashi, Moon Sage's Scion	PNEO	114p	NEO	114
Nashi, Moon Sage's Scion	PNEO	114s	NEO	114
Nashi, Searcher in the Dark	PDSK	223p	DSK	223
Nashi, Searcher in the Dark	PDSK	223s	DSK	223
Natural Affinity	8ED	269★	8ED	269
Natural Affinity	9ED	256★	9ED	256
Natural Balance	OLEP	71	MIR	231
Natural Balance	OLEP	72	MIR	231
Natural Selection	CED	213	2ED	213
Natural Selection	CEI	213	2ED	213
Natural Spring	9ED	257★	9ED	257
Naturalize	8ED	270★	8ED	270
Naturalize	9ED	258★	9ED	258
Nature's Resurgence	7ED	259★	7ED	259
Nature's Revolt	7ED	260★	7ED	260
Nature's Rhythm	PTDM	150p	TDM	150
Nature's Rhythm	PTDM	150s	TDM	150
Nausea	7ED	148★	7ED	148
Nausea	8ED	148★	8ED	148
Nautiloid Ship	PCLB	328s	CLB	328
Necratog	WC97	js76	WTH	76
Necroblossom Snarl	PSTX	269p	STX	269
Necroblossom Snarl	PSTX	269s	STX	269
Necrodominance	PMH3	102s	MH3	102
Necroduality	PVOW	70p	VOW	70
Necroduality	PVOW	70s	VOW	70
Necrogoyf	PMH2	93s	MH2	93
Necrologia	7ED	149★	7ED	149
Necromaster Dragon	PDTK	226s	PDTK	226
Necromentia	PM21	116p	M21	116
Necromentia	PM21	116s	M21	116
Necron Deathmark	40K	42★	40K	42
Necron Monolith	40K	161★	40K	161
Necron Overlord	40K	43★	40K	43
Necropolis Fiend	PKTK	82s	KTK	82
Necropotence	OLEP	21	5ED	182
Necropotence	PTC	ll154	ICE	154
Necrosavant	MGB	4	6ED	145
Necrotic Hex	FDC	118	CMR	137
Needle Spires	POGW	175s	OGW	175
Needle Storm	9ED	259★	9ED	259
Needleverge Pathway // Pillarverge Pathway	PZNR	263s	ZNR	263
Neera, Wild Mage	PCLB	288s	CLB	288
Negate	FDC	70	AER	40
Neheb, Dreadhorde Champion	PWAR	140s	WAR	140
Neheb, Dreadhorde Champion	PWAR	140★	WAR	140
Neheb, the Eternal	PHOU	104s	HOU	104
Neheb, the Worthy	PAKH	203s	AKH	203
Nekrataal	10E	163★	10E	163
Nekrataal	8ED	149★	8ED	149
Nekrataal	9ED	149★	9ED	149
Nekrataal	WC97	js66	VIS	66
Nekrataal	WC98	bs66	VIS	66
Nemata, Primeval Warden	PDMU	209p	DMU	209
Nemata, Primeval Warden	PDMU	209s	DMU	209
Nephalia Moondrakes	PSOI	75s	PSOI	75
Neriv, Heart of the Storm	PTDM	210p	TDM	210
Neriv, Heart of the Storm	PTDM	210s	TDM	210
Nessian Boar	PTHB	181p	THB	181
Nessian Boar	PTHB	181s	THB	181
Nether Shadow	CED	117	2ED	117
Nether Shadow	CEI	117	2ED	117
Nether Shadow	OLEP	34	2ED	117
Nether Shadow	OLEP	35	2ED	117
Nether Shadow	SUM	118	3ED	118
Nether Spirit	WC01	ar149	MMQ	149
Nethergoyf	PMH3	103s	MH3	103
Nettlecyst	FDC	275	MH2	231
Nettlecyst	PMH2	231s	MH2	231
Nettling Imp	CED	118	2ED	118
Nettling Imp	CEI	118	2ED	118
Nettling Imp	SUM	119	3ED	119
Never // Return	PAKH	212s	AKH	212
Nevinyrral's Disk	CED	267	2ED	267
Nevinyrral's Disk	CEI	267	2ED	267
Nevinyrral's Disk	FDC	276	2ED	267
Nevinyrral's Disk	PTC	et338sb	2ED	267
Nevinyrral's Disk	PTC	gb338sb	2ED	267
Nevinyrral's Disk	PTC	ll338	4ED	338
Nevinyrral's Disk	PTC	ll338sb	2ED	267
Nevinyrral's Disk	PTC	pp338	4ED	338
Nevinyrral's Disk	SUM	267	2ED	267
Nevinyrral's Disk	WC97	pm391sb	2ED	267
Nevinyrral's Disk	WC98	rb391	5ED	391
New Horizons	40K	218★	40K	218
New Perspectives	PAKH	63s	AKH	63
New Way Forward	PTDM	211p	TDM	211
New Way Forward	PTDM	211s	TDM	211
Nexos	40K	95★	40K	95
Next of Kin	PNCC	62p	NCC	62
Neyam Shai Murad	40K	135★	40K	135
Nezumi Bone-Reader	PHUK	50	CHK	127
Nezumi Cutthroat	PHUK	17	A25	99
Nezumi Cutthroat	PHUK	29	A25	99
Nezumi Graverobber // Nighteyes the Desecrator	PHUK	38	CHK	129
Nezumi Graverobber // Nighteyes the Desecrator	PHUK	39	CHK	129
Niambi, Esteemed Speaker	PM21	222p	M21	222
Niambi, Esteemed Speaker	PM21	222s	M21	222
Nibelheim Aflame	PFIN	146s	FIN	146
Niblis of Frost	PEMN	72s	PEMN	72
Nicol Bolas, Dragon-God	MED	WS6	PS19	207
Nicol Bolas, Dragon-God	PWAR	207p	WAR	207
Nicol Bolas, Dragon-God	PWAR	207s	WAR	207
Nicol Bolas, God-Pharaoh	PHOU	140p	HOU	140
Nicol Bolas, God-Pharaoh	PHOU	140s	HOU	140
Nicol Bolas, Planeswalker	MED	GR4	CFX	120
Nicol Bolas, the Ravager // Nicol Bolas, the Arisen	PM19	218s	M19	218
Night Scythe	40K	162★	40K	162
Nighthawk Scavenger	PZNR	115p	ZNR	115
Nighthawk Scavenger	PZNR	115s	ZNR	115
Nightmare	10E	164★	10E	164
Nightmare	7ED	150★	7ED	150
Nightmare	8ED	150★	8ED	150
Nightmare	9ED	150★	9ED	150
Nightmare	CED	119	2ED	119
Nightmare	CEI	119	2ED	119
Nightmare	SUM	120	3ED	120
Nightmare Shepherd	PTHB	108p	THB	108
Nightmare Shepherd	PTHB	108s	THB	108
Nightpack Ambusher	PM20	185p	PM20	185
Nightpack Ambusher	PM20	185s	PM20	185
Nightscape Familiar	WC02	cr48	PLS	48
Niko Aris	PKHM	225p	KHM	225
Niko Aris	PKHM	225s	KHM	225
Niko, Light of Hope	PDSK	224p	DSK	224
Niko, Light of Hope	PDSK	224s	DSK	224
Nikya of the Old Ways	PRNA	193s	RNA	193
Nimble Mongoose	WC02	rl258	ODY	258
Nimble Obstructionist	PHOU	40s	HOU	40
Nimble Trapfinder	PZNR	72p	ZNR	72
Nimble Trapfinder	PZNR	72s	ZNR	72
Nin, the Pain Artist	PCMD	213	CMD	213
Nine Lives	PM21	28p	M21	28
Nine Lives	PM21	28s	M21	28
Nine-Fingers Keene	PCLB	289s	CLB	289
Nine-Lives Familiar	PFDN	66s	FDN	66
Ninja's Blades	PFIN	108s	FIN	108
Nissa of Shadowed Boughs	PZNR	231p	ZNR	231
Nissa of Shadowed Boughs	PZNR	231s	ZNR	231
Nissa's Renewal	PBFZ	180s	BFZ	180
Nissa's Revelation	PORI	191s	ORI	191
Nissa, Ascended Animist	PONE	175p	ONE	175
Nissa, Ascended Animist	PONE	175s	ONE	175
Nissa, Resurgent Animist	PMAT	22p	MAT	22
Nissa, Steward of Elements	PAKH	204s	AKH	204
Nissa, Vastwood Seer // Nissa, Sage Animist	PORI	189s	ORI	189
Nissa, Vital Force	PKLD	163p	KLD	163
Nissa, Vital Force	PKLD	163s	KLD	163
Nissa, Voice of Zendikar	POGW	138p	OGW	138
Nissa, Voice of Zendikar	POGW	138s	OGW	138
Nissa, Who Shakes the World	PWAR	169p	WAR	169
Nissa, Who Shakes the World	PWAR	169s	WAR	169
Nita, Forum Conciliator	PSOS	206p	SOS	206
Niv-Mizzet Reborn	MUL	183z	MUL	183
Niv-Mizzet Reborn	PWAR	208s	WAR	208
Niv-Mizzet, Guildpact	MKM	319z	MKM	319
Niv-Mizzet, Guildpact	PMKM	220p	MKM	220
Niv-Mizzet, Guildpact	PMKM	220s	MKM	220
Niv-Mizzet, Parun	PGRN	192p	GRN	192
Niv-Mizzet, Parun	PGRN	192s	GRN	192
Niv-Mizzet, Parun	RVR	376z	RVR	376
Niv-Mizzet, Visionary	PFDN	123p	FDN	123
Niv-Mizzet, Visionary	PFDN	123s	FDN	123
No Witnesses	PMKM	27p	MKM	27
No Witnesses	PMKM	27s	MKM	27
Noble Heritage	PCLB	35s	CLB	35
Noble Purpose	8ED	31★	8ED	31
Noctis, Prince of Lucis	PFIN	235s	FIN	235
Nocturnal Raid	7ED	151★	7ED	151
Nocturnal Raid	PHUK	3	7ED	151
Nogi, Draco-Zealot	FDC	167	GN3	4
Noise Marine	40K	82★	40K	82
Nomad Mythmaker	10E	30★	10E	30
Nomads en-Kor	WC98	bh9	STH	9
Noosegraf Mob	PEMN	98s	PEMN	98
Norn's Choirmaster	FDC	41	ONC	46
Norn's Wellspring	PONE	24p	ONE	24
Norn's Wellspring	PONE	24s	ONE	24
Northern Paladin	7ED	28★	7ED	28
Northern Paladin	CED	30	2ED	30
Northern Paladin	CEI	30	2ED	30
Northern Paladin	SUM	29	30A	29
Norwood Ranger	8ED	271★	8ED	271
Norwood Ranger	9ED	260★	9ED	260
Nova Hellkite	PEOE	148p	EOE	148
Nova Hellkite	PEOE	148s	EOE	148
Noxious Bayou	CMB2	118	CMB1	118
Noxious Ghoul	FDC	120	HOP	35
Noyan Dar, Roil Shaper	PBFZ	216s	BFZ	216
Nulldrifter	PMH3	13s	MH3	13
Nullpriest of Oblivion	PZNR	118p	ZNR	118
Nullpriest of Oblivion	PZNR	118s	ZNR	118
Numot, the Devastator	OCMD	215	CMD	215
Nurgle's Conscription	40K	44★	40K	44
Nurgle's Rot	40K	45★	40K	45
Nykthos Paragon	PMH2	22s	MH2	22
Nylea's Intervention	PTHB	188p	THB	188
Nylea's Intervention	PTHB	188s	THB	188
Nylea, Keen-Eyed	PTHB	185p	THB	185
Nylea, Keen-Eyed	PTHB	185s	THB	185
Nyx Lotus	PTHB	235p	PTHB	235★
Nyx Lotus	PTHB	235s	PTHB	235★
Oath of Ajani	PAER	131s	AER	131
Oath of Chandra	POGW	113s	OGW	113
Oath of Gideon	POGW	30s	OGW	30
Oath of Jace	POGW	60s	OGW	60
Oath of Kaya	PWAR	209p	WAR	209
Oath of Kaya	PWAR	209s	WAR	209
Oath of Liliana	PEMN	99s	EMN	99
Oath of Nissa	POGW	140s	OGW	140
Oath of Teferi	PDOM	200s	DOM	200
Oathsworn Knight	PELD	98p	ELD	98
Oathsworn Knight	PELD	98s	ELD	98
Ob Nixilis Reignited	PBFZ	119p	BFZ	119
Ob Nixilis Reignited	PBFZ	119s	BFZ	119
Ob Nixilis of the Black Oath	OC14	27	C14	27
Ob Nixilis, the Adversary	PSNC	206p	SNC	206
Ob Nixilis, the Adversary	PSNC	206s	SNC	206
Ob Nixilis, the Hate-Twisted	PWAR	100s	WAR	100
Obeka, Splitter of Seconds	POTJ	222p	OTJ	222
Obeka, Splitter of Seconds	POTJ	222s	OTJ	222
Obliterate	8ED	204★	8ED	204
Obliterate	WC01	jt156sb	8ED	204
Oblivion Sower	PBFZ	11s	BFZ	11
Obosh, the Preypiercer	MUL	184z	MUL	184
Obosh, the Preypiercer	PIKO	228p	IKO	228
Obosh, the Preypiercer	PIKO	228s	IKO	228
Obscura Ascendancy	PSNC	207p	SNC	207
Obscura Ascendancy	PSNC	207s	SNC	207
Obscura Confluence	PNCC	76p	NCC	76
Obscura Interceptor	PSNC	209p	SNC	209
Obscura Interceptor	PSNC	209s	SNC	209
Obsessive Pursuit	PTLA	112s	TLA	112
Obsianus Golem	CED	268	2ED	268
Obsianus Golem	CEI	268	2ED	268
Obsianus Golem	SUM	268	2ED	268
Obsidian Charmaw	PMH2	137s	MH2	137
Occult Epiphany	FRC	43	VOC	14
Ocelot Pride	PMH3	38p	MH3	38
Ocelot Pride	PMH3	38s	MH3	38
Ochre Jelly	PAFR	196a	AFR	196
Ochre Jelly	PAFR	196p	AFR	196
Ochre Jelly	PAFR	196s	AFR	196
Odric, Blood-Cursed	PVOW	243s	VOW	243
Odric, Lunarch Marshal	PSOI	31s	SOI	31
Officious Interrogation	PMKM	222p	MKM	222
Officious Interrogation	PMKM	222s	MKM	222
Offspring's Revenge	PIKO	198p	IKO	198
Offspring's Revenge	PIKO	198s	IKO	198
Ognis, the Dragon's Lash	PSNC	210p	SNC	210
Ognis, the Dragon's Lash	PSNC	210s	SNC	210
Ogre Taskmaster	7ED	203★	7ED	203
Ogre Taskmaster	8ED	205★	8ED	205
Ogre Taskmaster	9ED	205★	9ED	205
Ogre-Head Helm	PNEO	155p	NEO	155
Ogre-Head Helm	PNEO	155s	NEO	155
Oildeep Gearhulk	PDFT	215p	DFT	215
Oildeep Gearhulk	PDFT	215s	DFT	215
Ojutai's Command	PDTK	227s	PDTK	227
Ojutai, Soul of Winter	PFRF	156s	FRF	156
Okaun, Eye of Chaos	PBBD	6s	BBD	6
Oketra the True	PAKH	21s	AKH	21
Oketra's Last Mercy	PHOU	18s	HOU	18
Okk	7ED	204★	7ED	204
Okk	8ED	206★	8ED	206
Oko, Thief of Crowns	PELD	197p	ELD	197
Oko, Thief of Crowns	PELD	197s	ELD	197
Oko, the Ringleader	POTJ	223p	OTJ	223
Oko, the Ringleader	POTJ	223s	OTJ	223
Old Fogey	ULST	39	UND	67
Old Fogey	UNH	106★	UNH	106
Old Gnawbone	PAFR	197a	AFR	197
Old Gnawbone	PAFR	197p	AFR	197
Old Gnawbone	PAFR	197s	AFR	197
Old One Eye	40K	96★	40K	96
Old Rutstein	PVOW	244s	VOW	244
Old Stickfingers	PMID	234p	MID	234
Old Stickfingers	PMID	234s	MID	234
Old-Growth Dryads	PXLN	199s	XLN	199
Old-Growth Troll	PKHM	185p	KHM	185
Old-Growth Troll	PKHM	185s	KHM	185
Olivia's Attendants	PVOW	172s	VOW	172
Olivia, Mobilized for War	PSOI	248s	SOI	248
Oloro, Ageless Ascetic	OC13	203	C13	203
